Temperature,Humidity,Wind Speed,Wind Direction,Dew Point,Pressure,Precipitation,Visibility,Cloud Cover,Weather Event
23.2,68.41,34.51,294.8,17.96,1005.21,-0.9,8.52,6.1,Clear
17.41,24.9,25.29,103.54,13.69,1010.03,41.88,3.8,72.87,Rain
33.69,85.85,3.2,204.35,27.15,1025.03,0.44,9.02,15.92,Clear
29.67,67.53,26.09,316.86,24.6,1028.02,4.59,9.93,52.23,Cloudy
-2.79,57.17,8.7,247.59,-10.76,990.08,31.42,5.25,76.33,Snow
11.45,74.34,14.21,339.51,3.62,1018.67,19.06,7.96,93.84,Rain
5.62,32.59,35.79,292.09,0.42,1001.38,18.94,4.5,71.17,Snow
30.2,74.41,3.27,-3.98,21.71,1024.17,3.0,9.43,6.96,Clear
28.71,88.25,11.34,132.61,19.4,1024.31,25.15,4.79,87.83,Thunderstorm
21.5,93.24,21.98,80.54,14.85,1000.36,61.88,4.64,103.59,Thunderstorm
33.32,91.89,24.05,36.7,24.27,1019.6,0.41,10.12,8.74,Clear
26.48,58.64,35.99,110.26,17.92,1014.3,6.36,5.25,74.08,Cloudy
12.34,76.54,32.64,349.92,5.26,1013.82,1.53,1.71,94.39,Rain
18.65,60.17,36.35,327.49,13.89,1020.06,3.95,9.11,56.0,Cloudy
17.96,53.7,32.15,288.3,8.49,1001.49,35.49,4.39,89.5,Thunderstorm
36.09,57.65,29.89,152.48,27.75,1020.11,6.33,9.78,10.42,Clear
34.87,53.96,1.85,25.81,28.7,1026.02,-0.93,7.87,1.8,Clear
33.32,44.73,23.67,28.66,28.56,985.49,-2.92,8.1,15.62,Clear
13.88,77.83,38.74,67.72,7.09,1010.79,5.26,7.55,66.99,Cloudy
26.65,31.35,11.25,315.3,19.31,1024.93,-4.25,11.93,19.54,Clear
34.01,32.96,5.5,336.84,27.22,1025.0,-3.52,9.57,10.21,Clear
8.25,62.1,14.74,18.06,-0.92,1010.73,13.24,2.44,84.1,Snow
22.49,35.18,26.36,120.49,17.9,1016.21,-4.34,6.8,52.44,Cloudy
9.48,43.01,25.38,195.56,3.17,1007.89,26.42,4.26,96.52,Snow
17.01,71.09,30.15,228.04,10.33,1030.24,-0.49,2.91,97.19,Rain
21.69,39.46,31.51,188.55,11.95,1007.92,-3.19,12.83,-2.24,Clear
21.49,74.68,3.94,207.09,11.96,1010.47,3.03,10.07,21.77,Clear
20.82,53.16,33.33,234.33,16.25,1010.91,6.24,14.53,9.27,Clear
30.77,49.09,35.56,264.64,22.58,1003.45,39.29,3.75,91.61,Thunderstorm
21.09,33.56,21.7,110.04,11.3,1001.88,3.64,11.17,15.08,Clear
26.13,58.09,8.03,36.14,20.5,999.29,2.17,10.49,7.88,Clear
21.68,64.55,6.58,127.66,16.0,1013.33,1.67,8.27,84.08,Cloudy
32.17,71.0,37.98,157.58,28.9,1009.46,6.24,9.92,18.13,Clear
29.37,73.03,7.62,50.89,23.51,992.97,43.58,4.57,89.08,Thunderstorm
29.2,31.4,19.32,202.0,23.75,1009.38,40.6,2.64,87.82,Thunderstorm
25.95,72.05,-0.71,93.97,20.11,1025.31,1.64,6.19,62.43,Cloudy
23.89,83.92,38.46,135.43,14.6,1015.6,25.52,1.26,77.28,Thunderstorm
25.03,63.62,19.59,323.08,20.21,997.31,5.57,14.78,7.39,Clear
24.22,33.38,15.22,43.04,16.38,1018.62,4.07,5.86,66.56,Cloudy
30.69,76.7,36.22,76.56,24.09,1028.48,2.04,9.65,9.62,Clear
21.7,91.05,40.86,180.18,14.15,1026.28,12.94,5.25,103.06,Rain
26.03,30.26,15.85,279.83,17.86,1022.42,3.4,10.28,0.91,Clear
23.91,70.76,2.01,52.82,18.36,999.75,3.92,10.54,85.96,Cloudy
32.55,65.31,16.89,149.0,22.94,1006.52,-2.64,9.7,2.66,Clear
14.38,78.53,1.09,300.54,6.79,995.3,6.29,6.39,49.88,Cloudy
32.77,60.7,18.42,24.66,24.13,1011.3,3.59,12.11,13.04,Clear
30.06,35.37,31.61,115.65,25.59,1027.9,-0.45,12.99,22.57,Clear
25.13,32.45,8.2,170.28,20.47,1007.09,12.49,4.97,99.49,Rain
24.79,68.54,27.75,206.84,21.24,989.17,-1.4,8.6,45.78,Cloudy
26.33,64.65,-1.17,318.62,19.48,999.01,0.16,8.09,78.21,Cloudy
24.04,58.01,17.73,271.41,17.63,1012.71,-1.96,7.61,95.23,Cloudy
17.24,53.14,31.49,46.88,10.26,1013.84,10.79,6.72,74.16,Rain
29.0,26.38,10.46,329.42,22.09,1008.33,-1.38,10.79,7.58,Clear
23.69,68.38,13.61,258.31,14.56,1015.57,14.15,4.57,96.72,Thunderstorm
27.51,51.8,34.79,175.53,18.87,1018.61,-2.7,12.39,20.09,Clear
28.35,68.21,19.13,323.61,18.88,1019.52,-3.66,12.24,16.08,Clear
-4.72,48.85,4.19,12.72,-9.66,1002.81,15.38,2.0,101.87,Snow
35.11,80.53,14.66,177.27,26.65,1033.79,4.34,9.03,2.18,Clear
15.67,45.58,30.87,255.66,7.64,1014.18,31.14,3.57,81.45,Rain
6.87,45.35,39.44,127.28,4.47,1004.84,24.83,3.9,68.36,Snow
14.38,39.1,33.7,11.57,11.23,1022.54,7.31,7.37,72.32,Rain
27.98,36.71,2.97,130.82,19.28,1016.8,7.47,10.21,61.07,Cloudy
20.78,35.09,26.79,277.61,16.28,991.5,3.0,6.79,69.95,Cloudy
25.76,31.03,16.51,290.86,17.18,1017.65,-5.45,12.86,8.04,Clear
21.73,48.02,28.49,237.44,13.95,1020.25,0.33,5.65,73.3,Cloudy
21.36,67.17,-2.49,241.54,12.74,1029.52,25.25,6.29,77.1,Rain
13.34,62.02,36.8,34.31,9.71,1014.33,44.35,7.69,101.37,Rain
33.23,42.66,27.27,292.44,29.6,1011.71,-3.75,9.22,-1.79,Clear
16.24,86.77,14.54,92.78,11.75,999.85,2.67,8.44,82.84,Cloudy
34.37,88.66,29.21,31.3,29.41,1005.32,-4.84,8.26,13.2,Clear
22.94,60.7,13.33,294.04,16.21,1006.01,4.95,14.4,9.45,Clear
20.52,79.46,25.71,279.62,12.54,1006.12,46.5,1.32,96.22,Rain
21.35,68.84,11.75,242.69,17.41,996.49,2.86,8.54,54.24,Cloudy
20.48,42.25,39.29,157.32,13.57,999.4,2.08,12.28,22.18,Clear
31.24,81.3,8.43,142.29,24.2,1008.57,2.61,11.91,16.58,Clear
32.07,70.03,10.81,142.8,25.81,990.79,-4.9,12.08,11.17,Clear
32.6,53.68,19.53,10.91,25.18,1014.17,-0.32,12.33,12.06,Clear
18.9,70.26,6.16,129.44,12.66,999.73,50.23,3.81,86.18,Rain
29.42,76.39,26.67,273.7,27.41,1006.63,8.14,8.28,61.18,Cloudy
22.75,76.83,7.48,302.57,17.4,1015.12,12.3,5.19,97.36,Rain
23.17,45.28,2.96,69.46,14.12,1005.04,3.03,4.44,73.12,Cloudy
25.23,75.38,11.88,241.17,21.7,1005.32,25.46,1.8,88.46,Thunderstorm
27.28,45.47,29.11,13.93,22.8,1023.1,6.6,14.53,13.71,Clear
29.42,70.25,23.99,161.54,26.58,1004.98,-5.17,11.32,23.58,Clear
22.4,56.53,8.62,277.34,15.81,1022.83,-4.03,11.46,-4.45,Clear
25.99,86.81,4.93,38.29,20.16,1016.53,-4.13,11.2,14.0,Clear
25.47,64.27,17.15,67.94,16.44,1011.85,2.66,13.01,5.6,Clear
28.22,81.28,18.14,145.38,20.67,998.61,-5.21,12.26,10.58,Clear
30.87,79.45,21.08,156.43,24.35,1003.2,-5.37,14.13,4.96,Clear
17.35,37.71,18.29,167.05,7.93,1015.62,3.61,7.12,68.24,Cloudy
22.98,69.47,26.58,341.96,12.56,1023.49,79.65,0.96,94.6,Thunderstorm
23.76,77.95,6.01,319.22,17.86,1021.98,0.66,9.33,7.05,Clear
32.16,59.29,6.71,355.96,28.03,1014.7,0.21,14.53,6.65,Clear
17.07,43.59,36.02,182.75,10.24,1024.11,5.93,9.18,76.04,Cloudy
24.28,50.84,10.01,327.03,20.23,1009.26,-1.14,8.57,18.27,Clear
-2.64,31.97,24.25,254.2,-5.62,1019.61,30.57,3.77,62.49,Snow
27.0,63.22,22.87,157.35,18.81,1017.2,2.74,7.35,80.7,Cloudy
22.35,80.54,19.57,45.91,16.25,1014.64,58.67,5.35,85.01,Thunderstorm
22.82,87.8,5.43,268.61,19.48,1006.54,2.91,4.8,89.6,Rain
31.0,92.45,5.45,106.54,28.37,1019.47,-1.79,11.39,13.76,Clear
28.06,48.69,10.41,325.53,23.88,1012.9,-4.72,8.7,67.36,Cloudy
22.26,79.83,9.16,336.18,16.71,1004.49,-0.93,9.4,66.54,Cloudy
28.54,65.41,-0.56,328.89,20.55,1030.91,-1.99,12.6,10.06,Clear
17.26,69.74,27.37,29.73,9.19,1002.52,-4.27,9.22,60.1,Cloudy
24.55,50.41,18.93,214.06,18.4,1006.72,92.02,2.07,90.1,Thunderstorm
23.96,35.74,36.53,194.62,13.47,1012.21,5.73,7.59,58.04,Cloudy
25.48,66.33,36.24,279.1,22.64,996.78,1.27,8.99,12.94,Clear
27.49,42.85,5.43,220.85,20.46,1019.94,-5.95,13.56,-1.9,Clear
26.55,78.96,4.14,58.58,17.52,1023.61,2.63,8.89,78.72,Cloudy
1.42,69.26,25.89,254.77,-8.76,1008.94,22.47,4.11,85.52,Snow
29.72,61.31,23.87,293.71,22.86,1025.15,1.52,10.81,20.12,Clear
17.64,67.7,12.91,18.18,9.26,1003.99,17.89,0.94,82.19,Thunderstorm
0.88,70.65,39.63,267.39,-2.61,996.57,18.22,5.96,81.23,Snow
28.4,50.42,27.22,314.71,19.94,996.4,-2.33,10.16,61.14,Cloudy
28.76,71.15,15.68,280.33,20.05,1004.58,2.17,12.64,-5.52,Clear
18.04,87.74,26.87,115.27,10.65,1018.55,33.81,1.64,97.15,Thunderstorm
23.08,35.43,30.3,316.55,18.47,1009.14,-4.95,9.22,16.15,Clear
20.88,69.59,1.57,340.29,15.27,1012.53,3.2,10.65,11.64,Clear
34.55,77.98,14.31,170.49,28.76,1004.33,-3.25,7.91,-0.82,Clear
23.22,43.76,22.05,243.54,16.93,1006.61,5.5,5.95,59.38,Cloudy
24.61,87.93,17.79,45.96,18.68,1007.25,-4.84,13.86,5.67,Clear
27.59,90.72,26.92,149.93,23.19,1022.28,2.51,7.55,63.86,Cloudy
22.13,30.83,24.6,216.38,15.24,1026.55,-4.62,9.65,11.98,Clear
23.25,30.42,-0.51,174.54,18.13,999.81,3.31,8.85,69.16,Cloudy
20.82,82.78,5.63,188.73,15.32,1015.67,24.24,1.65,94.31,Thunderstorm
25.78,73.6,41.59,309.23,21.78,999.94,3.69,11.95,11.17,Clear
24.21,67.93,34.11,100.4,18.86,1021.72,0.33,8.9,9.58,Clear
24.51,50.24,9.9,233.1,16.89,1014.39,4.39,10.23,48.16,Cloudy
27.51,76.62,31.31,103.04,20.86,998.18,7.68,9.76,79.82,Cloudy
25.51,34.76,22.24,116.11,19.81,1016.46,89.12,1.3,83.64,Thunderstorm
25.38,42.03,38.84,332.53,23.92,1003.37,58.13,3.62,92.85,Thunderstorm
22.48,42.0,4.85,120.33,15.21,1018.75,-2.94,7.15,57.09,Cloudy
24.53,40.72,5.49,100.32,17.83,1038.36,0.48,14.54,16.52,Clear
24.87,62.26,38.23,158.2,22.51,1015.49,47.62,2.86,85.62,Thunderstorm
21.54,76.12,34.06,17.6,16.75,1011.16,-2.14,9.67,4.81,Clear
30.15,40.71,33.85,278.42,23.19,1019.41,59.97,1.04,89.25,Thunderstorm
28.26,51.52,18.24,22.69,25.29,1027.06,-1.25,7.1,82.07,Cloudy
-4.34,47.4,30.54,24.63,-8.23,1019.4,24.87,4.03,92.46,Snow
21.8,51.9,5.48,190.87,14.03,1019.72,2.71,13.91,7.24,Clear
28.07,47.28,36.65,337.38,19.18,1005.39,57.27,0.4,80.4,Thunderstorm
28.63,63.58,29.02,122.14,21.32,997.1,7.11,7.03,65.98,Cloudy
-2.04,85.77,28.4,110.94,-6.21,1007.3,11.16,2.97,90.96,Snow
24.24,71.67,26.54,210.66,21.11,1014.91,5.93,10.22,12.45,Clear
14.44,71.63,15.45,12.4,11.84,995.47,6.1,2.0,92.82,Fog
23.81,67.95,18.39,116.11,14.53,1001.54,14.85,4.18,93.9,Rain
25.13,81.35,15.26,298.78,15.27,1004.42,36.32,2.73,82.04,Rain
17.34,85.55,28.82,302.55,12.24,997.03,33.13,6.57,70.23,Rain
22.83,66.24,32.94,70.97,14.87,1013.65,6.6,7.79,71.08,Cloudy
34.29,39.84,15.89,286.24,28.36,1039.78,2.01,11.44,1.67,Clear
9.4,41.17,14.19,34.46,7.1,1019.52,15.76,1.71,84.49,Rain
22.89,75.48,10.61,7.67,18.36,1010.37,0.26,13.43,-0.82,Clear
-3.08,70.29,6.35,195.46,-10.71,1023.11,28.39,5.67,58.04,Snow
25.98,71.76,4.16,105.53,18.08,1020.96,3.73,5.98,77.17,Cloudy
22.37,66.94,35.35,-2.83,17.3,1018.72,4.44,7.25,56.88,Cloudy
21.04,68.47,27.4,213.85,16.06,1006.63,4.81,7.67,3.04,Clear
23.02,57.56,10.26,210.27,17.37,1020.12,2.29,7.78,0.01,Clear
23.45,77.78,7.04,260.67,19.71,1002.79,2.93,10.1,3.0,Clear
21.41,30.66,8.12,76.74,16.08,1022.03,0.18,8.2,75.15,Cloudy
30.6,27.85,23.03,99.9,22.63,1028.34,31.74,1.97,97.59,Thunderstorm
16.4,46.54,2.71,347.7,10.43,1020.59,41.04,5.79,83.71,Rain
15.73,82.48,20.02,332.75,11.14,1014.18,-0.0,5.18,72.95,Cloudy
20.55,88.91,16.04,269.81,10.71,1025.77,81.58,4.08,85.84,Thunderstorm
11.46,93.38,11.91,187.09,5.27,1013.7,29.65,6.21,95.34,Rain
24.0,53.73,36.57,55.98,17.38,1021.99,-1.85,6.58,76.59,Cloudy
24.16,74.61,9.12,298.78,21.07,1031.34,6.12,5.19,61.6,Cloudy
15.39,59.25,14.59,298.12,8.78,991.79,39.53,2.27,97.62,Rain
27.82,83.82,9.63,176.12,18.04,1038.43,1.46,8.63,7.35,Clear
9.8,50.71,21.71,2.28,0.62,1004.24,51.69,1.97,79.48,Rain
24.96,65.77,15.23,163.96,23.52,1022.25,6.56,9.27,83.6,Cloudy
24.92,89.35,24.63,92.53,22.79,1008.76,2.24,8.11,8.07,Clear
25.31,51.19,19.65,74.95,19.37,999.67,-1.18,10.7,1.74,Clear
26.85,95.05,23.0,329.23,21.62,1010.64,5.65,7.91,60.53,Cloudy
17.19,52.47,38.73,70.82,10.3,1026.14,19.41,5.16,84.63,Rain
26.11,60.57,27.83,164.12,19.35,1025.17,68.91,4.07,88.84,Thunderstorm
18.04,53.67,14.68,313.83,12.41,1012.59,24.84,4.11,103.44,Rain
21.88,62.51,31.06,300.09,13.71,1017.04,71.15,2.57,93.83,Thunderstorm
21.49,43.56,18.4,18.76,12.77,1006.54,29.77,2.22,90.49,Thunderstorm
22.81,42.34,4.58,19.1,14.1,1005.57,-2.36,10.16,62.79,Cloudy
31.6,54.68,4.59,116.91,25.1,1009.11,-2.59,11.89,16.7,Clear
12.51,77.49,12.81,238.62,10.03,1007.93,26.06,5.32,82.67,Rain
20.94,65.77,33.47,214.07,17.66,1017.7,-1.28,5.34,73.99,Cloudy
30.54,43.01,-1.06,301.51,20.96,1013.31,1.64,14.74,-5.2,Clear
25.0,81.7,21.25,173.88,22.08,1008.02,70.78,1.81,96.61,Thunderstorm
20.83,24.74,7.83,316.95,16.75,1020.7,2.98,9.03,75.7,Cloudy
27.77,58.57,20.35,174.6,17.19,996.96,6.47,12.8,4.47,Clear
17.38,27.51,37.12,24.53,9.51,1013.5,-4.79,5.22,83.57,Cloudy
-0.85,83.66,17.22,201.49,-4.78,1003.78,16.23,4.29,83.26,Snow
22.19,77.29,14.94,210.1,20.5,1019.84,-1.78,13.67,12.74,Clear
22.4,44.32,27.98,229.97,13.11,1023.33,-1.4,8.23,87.77,Cloudy
29.56,62.99,5.33,292.83,27.46,1029.39,-2.27,10.55,70.96,Cloudy
25.8,85.22,1.65,163.76,23.52,1020.25,46.29,1.83,80.12,Thunderstorm
30.05,37.36,27.46,318.23,27.64,1016.86,-3.72,13.07,14.31,Clear
17.05,64.03,33.8,272.17,15.35,1018.79,27.72,6.81,90.88,Rain
7.85,82.97,25.06,231.77,5.73,1009.63,3.55,3.17,81.22,Snow
33.28,77.46,31.53,38.98,29.39,996.64,6.19,10.54,3.6,Clear
5.47,55.66,6.23,137.15,0.52,1029.67,0.88,4.31,78.61,Snow
17.78,68.82,13.43,150.08,7.34,1029.05,2.27,0.17,100.4,Fog
33.03,68.69,15.92,353.64,23.84,1015.5,3.36,14.44,13.34,Clear
19.02,45.48,28.64,79.28,14.16,1005.88,1.96,5.44,68.94,Cloudy
20.35,52.34,14.58,68.64,9.61,1026.8,5.24,14.18,3.57,Clear
0.66,76.37,28.94,193.02,-4.8,1035.15,32.45,4.25,59.42,Snow
25.47,85.76,27.44,144.8,16.18,1014.27,3.66,6.12,78.09,Cloudy
23.35,45.59,24.3,357.63,20.33,1013.36,-3.78,5.39,72.58,Cloudy
22.85,78.82,14.32,89.98,18.12,1013.58,0.17,10.01,10.47,Clear
20.8,71.96,41.09,45.88,17.05,1022.22,0.9,12.11,13.95,Clear
22.36,40.34,26.96,15.32,14.63,1013.49,4.48,12.41,8.65,Clear
15.23,74.26,17.79,100.19,9.36,1008.87,0.48,1.45,98.0,Fog
19.06,67.42,21.95,84.23,16.55,1025.59,7.61,6.07,80.63,Cloudy
34.97,87.83,1.94,320.61,29.38,1024.3,0.96,12.11,7.06,Clear
20.09,68.72,12.41,66.56,12.35,1034.02,-1.6,8.82,55.24,Cloudy
0.8,35.9,21.84,222.2,-5.42,1010.47,25.04,5.03,67.63,Snow
26.02,45.73,2.98,360.67,19.96,1011.3,-0.71,13.96,2.61,Clear
28.28,89.32,29.99,113.08,20.42,1012.62,2.48,12.63,16.08,Clear
34.29,77.98,35.17,182.37,30.32,992.85,0.42,12.69,9.73,Clear
19.28,53.07,9.13,144.5,11.01,1014.76,0.96,13.14,14.52,Clear
21.77,40.66,28.54,194.29,14.01,1039.1,-2.12,7.28,64.44,Cloudy
20.96,46.93,22.43,226.87,11.98,1045.66,13.99,3.53,91.62,Thunderstorm
30.16,53.8,15.13,29.81,20.93,1025.08,-2.96,9.5,2.55,Clear
33.8,63.61,35.52,191.07,31.83,1013.22,3.48,10.57,-2.45,Clear
28.87,52.19,14.76,16.02,25.14,1012.54,83.78,2.46,91.86,Thunderstorm
19.01,57.28,38.25,146.49,11.1,1008.41,3.17,5.0,58.84,Cloudy
20.71,73.34,38.15,125.62,15.62,1016.47,0.48,13.89,5.1,Clear
10.11,93.36,12.06,254.57,6.96,1028.84,8.62,1.51,103.32,Fog
22.17,33.47,3.32,59.0,17.96,1017.77,4.61,2.17,103.12,Rain
29.13,79.83,35.33,142.9,25.34,1012.14,18.81,5.4,97.81,Thunderstorm
19.05,60.56,1.98,297.13,8.63,1000.99,5.28,9.59,6.52,Clear
22.55,51.18,36.21,158.56,20.41,1016.07,-0.65,5.13,88.51,Cloudy
24.39,47.0,26.71,317.41,22.58,1008.04,2.04,6.8,54.26,Cloudy
28.68,44.41,36.72,199.61,25.28,994.82,2.01,11.12,1.15,Clear
22.84,33.86,25.2,188.1,14.37,1020.79,-5.07,11.03,8.54,Clear
15.51,56.36,41.01,202.17,8.92,996.33,3.55,3.35,95.96,Rain
23.59,81.28,12.59,242.66,16.35,1001.59,2.98,11.21,7.57,Clear
20.26,45.25,31.74,118.39,16.53,1006.1,3.76,7.77,66.12,Cloudy
15.11,49.83,4.79,160.78,5.91,1029.33,2.16,9.4,78.63,Cloudy
27.52,42.18,24.75,55.86,23.82,1006.45,-4.4,11.1,16.91,Clear
27.81,36.27,22.38,84.12,19.79,1006.42,-1.21,13.59,-3.22,Clear
22.96,51.25,24.06,213.48,20.67,1010.82,-2.74,7.93,17.51,Clear
26.46,36.07,31.15,164.79,18.01,1012.56,-2.4,10.83,6.64,Clear
13.83,48.48,30.59,300.58,8.54,1031.18,21.02,3.23,93.6,Rain
27.49,82.32,37.65,164.81,23.55,1016.24,92.02,2.74,97.36,Thunderstorm
31.13,91.69,34.84,220.42,23.54,1000.53,1.9,13.97,-1.49,Clear
19.67,63.92,6.1,363.0,17.38,1002.08,1.09,9.13,13.65,Clear
22.01,45.85,6.88,354.45,16.71,1026.68,-2.61,7.1,66.5,Cloudy
20.51,59.1,19.24,96.93,17.01,1013.38,45.43,6.1,89.18,Rain
14.03,90.89,29.9,219.79,4.56,1012.17,39.83,2.73,82.08,Rain
16.76,60.39,19.99,264.07,6.56,1025.28,4.16,9.34,60.61,Cloudy
0.78,83.27,24.59,236.0,-4.39,1009.36,14.22,3.48,82.08,Snow
-2.05,55.88,39.18,303.75,-4.56,1027.71,17.89,2.69,79.75,Snow
15.61,58.61,-0.99,60.66,6.98,1019.42,-1.22,5.13,80.59,Cloudy
4.18,73.66,31.72,45.31,-5.46,1015.02,7.25,0.57,93.91,Snow
7.18,46.97,8.01,364.1,5.07,1003.15,7.09,1.79,97.56,Fog
13.28,49.11,3.64,46.03,7.19,1015.55,39.87,3.06,87.41,Rain
35.67,53.72,6.46,175.31,34.27,1009.81,2.73,13.78,2.57,Clear
22.01,78.82,14.19,45.6,20.11,1012.76,2.64,14.75,4.5,Clear
31.18,85.41,25.58,234.44,25.8,1003.61,4.54,13.61,5.32,Clear
20.12,44.58,13.65,311.98,14.17,1012.97,35.12,1.84,93.41,Thunderstorm
27.0,37.53,17.74,171.82,19.96,990.03,5.95,12.82,20.69,Clear
30.06,57.09,4.97,290.29,26.02,1014.51,3.78,14.57,-1.56,Clear
24.82,30.75,22.92,98.34,18.47,1030.73,-1.77,9.15,16.95,Clear
21.91,93.02,31.42,364.43,17.67,1014.79,6.3,10.26,17.21,Clear
29.41,42.64,20.08,14.41,25.65,1026.99,5.51,13.65,18.33,Clear
28.47,62.54,-0.61,342.72,24.81,1016.75,-1.61,13.81,9.41,Clear
12.66,27.03,4.75,322.2,4.78,1004.79,36.11,8.37,99.5,Rain
19.52,82.8,10.26,342.63,10.61,1004.96,-1.63,9.16,71.37,Cloudy
32.85,40.78,5.55,165.34,30.02,1017.69,-3.34,14.58,9.21,Clear
15.34,57.73,32.63,157.09,9.77,1018.57,-1.62,10.24,87.19,Cloudy
16.94,78.19,-1.22,129.36,15.47,1014.92,7.48,4.76,86.69,Cloudy
25.28,53.08,4.61,153.18,15.07,1016.88,41.59,5.7,95.5,Rain
22.78,90.14,23.9,311.86,17.79,1006.3,39.4,2.12,90.21,Rain
19.55,82.59,5.75,28.65,14.21,1018.59,56.79,4.94,93.07,Thunderstorm
22.7,40.87,31.48,114.76,14.36,1002.54,54.31,3.7,96.91,Thunderstorm
20.35,53.78,25.31,266.77,15.07,1005.86,93.17,2.65,90.4,Thunderstorm
31.07,72.24,38.1,35.36,27.36,1028.02,-5.07,13.81,9.31,Clear
16.46,76.23,31.99,125.84,7.93,999.13,-1.46,0.94,101.5,Fog
17.47,36.06,3.28,193.49,14.93,990.57,1.65,6.91,68.5,Cloudy
18.85,56.94,12.95,119.53,13.78,1015.58,39.17,4.79,89.38,Rain
25.31,29.98,12.09,238.8,21.34,1024.31,5.91,9.41,87.15,Cloudy
28.81,53.21,6.4,198.05,26.21,1023.38,6.26,7.21,71.53,Cloudy
15.94,43.3,14.91,358.95,9.52,1005.71,14.04,2.87,82.2,Rain
31.35,78.59,13.69,99.37,26.6,1024.52,29.67,0.4,84.49,Thunderstorm
4.85,35.36,28.84,175.94,1.51,1005.84,9.79,5.5,69.01,Snow
23.01,69.33,5.1,309.9,16.79,1007.42,4.98,7.54,83.9,Cloudy
30.33,37.52,2.82,85.03,23.05,1018.35,66.48,2.44,86.85,Thunderstorm
24.78,73.02,26.85,243.57,18.68,1008.54,3.42,9.8,81.23,Cloudy
17.31,35.26,12.15,161.68,8.2,1007.11,3.51,0.19,93.73,Fog
26.45,88.83,10.68,191.94,17.72,1016.71,2.79,6.7,51.86,Cloudy
34.08,61.67,25.62,162.85,25.69,995.87,4.79,8.7,4.26,Clear
25.57,46.94,35.45,289.9,16.34,1010.21,55.19,0.62,89.99,Thunderstorm
25.88,69.75,15.3,18.62,18.63,997.18,6.84,12.87,20.03,Clear
17.64,53.75,34.05,5.85,8.49,1006.04,2.09,0.45,101.07,Fog
22.32,64.41,36.48,275.46,14.15,1012.63,1.1,8.08,93.68,Rain
22.94,59.66,12.56,74.19,14.22,998.31,4.84,9.07,8.07,Clear
12.46,84.41,28.3,330.73,7.15,1012.78,3.83,1.79,76.63,Rain
24.0,82.91,36.15,64.52,18.57,1010.15,25.68,4.35,70.4,Rain
34.36,55.4,27.1,184.72,28.18,990.03,3.82,13.76,1.1,Clear
24.31,37.38,5.27,236.36,14.34,1001.27,26.13,5.18,93.71,Thunderstorm
25.93,75.53,24.06,143.09,22.68,1011.63,92.32,2.03,86.17,Thunderstorm
27.93,60.56,37.01,311.67,24.24,1000.94,5.37,9.18,10.83,Clear
13.05,34.19,34.51,147.24,7.08,1010.49,35.81,1.84,98.51,Rain
21.2,40.17,32.62,250.06,16.96,1015.87,41.18,4.47,83.67,Rain
17.7,32.51,9.25,80.14,13.01,1009.98,4.89,6.33,84.33,Cloudy
18.04,62.6,28.3,162.95,13.73,1017.6,1.38,1.44,97.48,Fog
26.72,48.24,25.78,320.59,19.26,1014.93,97.42,3.69,81.65,Thunderstorm
33.98,74.84,12.1,168.95,29.89,1011.48,0.41,9.43,17.88,Clear
26.01,47.08,39.5,222.89,19.62,1019.48,5.95,10.59,21.48,Clear
20.55,51.3,35.44,337.95,17.6,1022.69,63.77,3.06,77.46,Thunderstorm
26.7,75.07,8.83,311.48,19.4,1007.99,1.84,6.05,79.75,Cloudy
22.38,36.62,22.17,244.61,19.2,1015.32,53.32,0.34,94.23,Thunderstorm
28.77,40.63,4.86,336.89,25.04,1009.56,-1.99,10.77,4.53,Clear
1.32,45.02,18.97,164.48,-6.81,1005.57,33.93,2.78,76.64,Snow
19.97,60.37,33.47,249.3,12.91,1013.06,67.42,2.99,80.98,Thunderstorm
24.97,62.06,6.73,86.46,21.76,1006.08,39.86,4.07,96.52,Rain
25.07,33.22,15.11,157.89,15.38,1009.9,0.08,13.27,5.59,Clear
13.02,54.05,30.38,195.68,4.53,1006.88,20.37,6.26,93.63,Rain
17.35,70.73,28.69,247.94,11.97,1016.19,89.01,3.32,87.29,Thunderstorm
30.07,83.5,5.56,7.8,21.98,1041.8,-5.53,7.8,4.63,Clear
20.05,69.2,28.8,277.22,14.67,1004.24,8.25,1.39,96.91,Fog
28.57,79.86,11.36,226.91,26.13,1017.1,1.44,12.97,7.59,Clear
12.59,62.99,30.93,30.85,8.16,1001.82,47.13,6.98,85.09,Rain
20.34,42.03,10.18,320.87,12.69,1017.96,-2.62,12.97,7.53,Clear
16.61,61.88,34.68,372.69,10.18,1021.4,1.38,7.62,82.05,Cloudy
29.5,37.53,2.72,122.42,21.75,1012.58,1.17,7.15,64.5,Cloudy
15.94,48.06,17.7,81.86,9.43,1013.37,15.18,5.2,79.81,Rain
25.73,67.52,11.16,208.47,15.35,1008.73,2.32,5.08,56.89,Cloudy
18.36,31.4,31.33,115.48,13.0,1005.76,37.79,4.72,77.94,Rain
27.03,52.97,21.93,108.64,18.26,1003.98,6.01,9.81,15.37,Clear
27.8,44.16,19.49,45.52,19.4,1001.37,-2.29,8.27,9.54,Clear
10.09,35.43,15.26,21.59,2.53,1007.46,15.15,2.33,84.54,Rain
19.99,69.55,15.57,348.98,11.58,989.56,48.95,5.1,88.77,Rain
